longitude,latitude,article_id
106.7086111,10.7101344,284021.0
106.7849246,10.7800229,284019.0
106.6174303,10.7793428,284017.0
106.6174303,10.7793428,284016.0
106.6174303,10.7793428,284014.0
,,284009.0
106.7671815,10.8322631,284008.0
106.7750575,10.7961278,284005.0
106.6784896,10.8105021,284003.0
,,284001.0
106.6061042,10.7554716,283997.0
106.7822165,10.8453105,283996.0
106.6598368,10.842117,283990.0
106.7715466,10.8648209,283988.0
106.668839,10.7432936,283985.0
106.7229401,10.7552468,283984.0
106.6642851,10.8537373,283983.0
106.5133155,10.7898642,283982.0
106.79265,10.8610436,283976.0
106.6598368,10.842117,283973.0
106.6482618,10.7750421,283972.0
,,283971.0
106.6321471,10.7992303,283970.0
106.6222404,10.7615882,283964.0
106.6321471,10.7992303,283960.0
106.5947695,10.6977487,283958.0
106.5906738,10.7496247,283957.0
106.6320491,10.7958848,283956.0
106.7449315,10.7937965,283953.0
,,283952.0
106.6321471,10.7992303,283951.0
,,283950.0
,,283949.0
106.6514144,10.8592729,283947.0
106.7449315,10.7937965,283941.0
106.648631,10.783532,283929.0
,,283928.0
,,283927.0
106.5999038,10.8232913,283922.0
,,283920.0
,,283919.0
106.6598368,10.842117,283918.0
,,283912.0
,,283910.0
106.6906646,10.8005949,283905.0
106.6320491,10.7958848,283898.0
,,283896.0
106.7741562,10.8337836,283889.0
106.79265,10.8610436,283887.0
106.6321471,10.7992303,283886.0
106.6320491,10.7958848,283882.0
106.6320491,10.7958848,283881.0
106.6337846,10.7336933,283879.0
106.694678,10.823658,283878.0
,,283876.0
106.7750575,10.7961278,283872.0
106.769879,10.7857422,283871.0
106.7750575,10.7961278,283867.0
106.7750575,10.7961278,283863.0
106.79265,10.8610436,283860.0
106.7750575,10.7961278,283854.0
,,283850.0
106.6409672,10.7758961,283849.0
,,283848.0
,,283842.0
106.6462384,10.8005079,283839.0
,,283834.0
,,283833.0
106.6482618,10.7750421,283829.0
106.7130531,10.8439581,283819.0
,,283818.0
106.7750575,10.7961278,283816.0
,,283811.0
,,283804.0
,,283795.0
,,283794.0
106.7139547,10.8351777,283793.0
106.7762964,10.8181842,283783.0
106.7305201,10.8375039,283782.0
106.7687019,10.8132623,283778.0
106.658344,10.8364264,283777.0
106.624253,10.7790986,283776.0
,,283772.0
106.7618557,10.8447022,283771.0
106.6324795,10.803928,283770.0
106.7133028,10.8182378,283762.0
,,283758.0
,,283753.0
106.6899796,10.6583768,283752.0
106.7741562,10.8337836,283751.0
106.8344516,10.8435544,283746.0
106.6462384,10.8005079,283743.0
106.7810147,10.8446911,283742.0
106.7095582,10.8133658,283738.0
,,283737.0
106.6984046,10.8066221,283723.0
106.7432978,10.7945041,283718.0
106.7432978,10.7945041,283717.0
106.7750575,10.7961278,283715.0
106.8255164,10.8243618,283714.0
,,283712.0
,,283710.0
,,283699.0
106.6652854,10.7667623,283694.0
106.6652854,10.7667623,283693.0
106.7731237,10.8434009,283691.0
,,283685.0
106.60579,10.7525334,283677.0
,,283674.0
106.5854885,10.7506285,283672.0
106.6079593,10.7505992,283668.0
106.6061042,10.7554716,283666.0
,,283664.0
106.7662994,10.8505281,283659.0
106.6318809,10.8171922,283652.0
106.6462684,10.840036,283651.0
,,283644.0
106.5837771,10.7574766,283643.0
106.6144281,10.746098,283640.0
106.7449315,10.7937965,283636.0
106.7449315,10.7937965,283635.0
106.5962828,10.7522281,283633.0
,,283632.0
,,283628.0
106.7905766,10.8011386,283617.0
106.6642851,10.8537373,283616.0
106.6190643,10.7436081,283608.0
106.624253,10.7790986,283603.0
106.6912801,10.8258485,283598.0
,,283595.0
106.694022,10.820624,283594.0
,,283586.0
,,283582.0
106.7114949,10.7365905,283574.0
106.6986688,10.7530705,283572.0
,,283571.0
,,283570.0
106.6588751,10.7983053,283555.0
,,283553.0
106.668839,10.7432936,283552.0
,,283543.0
106.6993565,10.8570319,283542.0
106.6482618,10.7750421,283539.0
106.6482618,10.7750421,283538.0
,,283537.0
,,283531.0
106.732915,10.7987031,283527.0
,,283517.0
,,283514.0
106.6549729,10.8393253,283513.0
,,283495.0
,,283494.0
,,283493.0
,,283491.0
106.7878724,10.8581456,283490.0
,,283474.0
106.6208215,10.7825407,283473.0
,,283470.0
,,283469.0
,,283464.0
,,283463.0
106.6198132,10.7883841,283453.0
106.6804249,10.7993691,283449.0
106.732915,10.7987031,283437.0
106.7032098,10.8425709,283435.0
106.7229401,10.7552468,283431.0
106.7258947,10.7314492,283425.0
106.7117146,10.7449756,283415.0
106.6847776,10.7488477,283413.0
,,283412.0
,,283411.0
,,283410.0
106.7036748,10.8216008,283405.0
106.7036748,10.8216008,283404.0
,,283396.0
,,283388.0
106.7368386,10.8736324,283387.0
106.7645803,10.8488374,283361.0
106.7032098,10.8425709,283360.0
106.6514144,10.8592729,283358.0
106.6514144,10.8592729,283357.0
,,283354.0
106.6598368,10.842117,283352.0
106.6297821,10.7881603,283345.0
106.60499,10.7256139,283342.0
,,283338.0
106.66768037225593,10.7834517,283335.0
106.5962828,10.7522281,283329.0
,,283325.0
106.5962828,10.7522281,283324.0
,,283316.0
,,283315.0
,,283312.0
,,283289.0
106.6936487,10.8216295,283287.0
106.6936487,10.8216295,283286.0
,,283278.0
106.7751033,10.8477358,283275.0
106.7751033,10.8477358,283274.0
106.6836942,10.7493297,283271.0
106.6908885,10.8255677,283270.0
106.6847776,10.7488477,283267.0
106.6742377,10.7817734,283258.0
,,283257.0
106.6694581,10.8307717,283251.0
106.6694581,10.8307717,283249.0
106.7004291,10.7756638,283243.0
106.7004291,10.7756638,283242.0
106.7449315,10.7937965,283237.0
,,283228.0
,,283212.0
106.6986688,10.7530705,283204.0
106.6522204,10.7619769,283203.0
106.6461488,10.7721063,283202.0
106.79265,10.8610436,283199.0
106.7618557,10.8447022,283196.0
106.7618557,10.8447022,283195.0
106.6639667,10.7956238,283186.0
106.6683648,10.8068516,283177.0
106.6930962,10.8123441,283172.0
,,283171.0
,,283170.0
,,283166.0
,,283155.0
,,283151.0
106.7271458,10.8279593,283149.0
106.6321471,10.7992303,283143.0
106.6321471,10.7992303,283142.0
106.7858675,10.79829,283139.0
106.6856488,10.80905,283138.0
106.6532078,10.7927004,283137.0
,,283133.0
106.6412277,10.7544946,283126.0
106.6694455,10.7620835,283125.0
,,283116.0
106.6403111,10.7895616,283111.0
,,283107.0
106.6740958,10.7791189,283103.0
106.6866371,10.7949416,283101.0
106.7427385,10.8713194,283099.0
106.6336291,10.7855451,283098.0
,,283097.0
106.6336291,10.7855451,283095.0
,,283078.0
,,283077.0
106.7810147,10.8446911,283075.0
106.757913,10.7943561,283074.0
106.6430465,10.8408914,283061.0
106.6559272,10.6483413,283057.0
106.65811328662778,10.7910379,283042.0
106.656269,10.7632534,283040.0
106.6336006,10.7582822,283031.0
106.6336006,10.7582822,283029.0
106.5996353,10.7703708,283007.0
106.6477549,10.8051163,283006.0
106.7750575,10.7961278,283004.0
,,283001.0
,,282996.0
106.6069481,10.7835722,282994.0
106.7906846,10.8654942,282993.0
106.6338747,10.8485166,282992.0
,,282991.0
,,282990.0
,,282989.0
,,282988.0
106.7132906,10.8092947,282983.0
106.6885014,10.8219618,282981.0
106.6382736,10.821385,282976.0
106.5947629,10.7525532,282968.0
106.5947629,10.7525532,282967.0
106.6694581,10.8307717,282966.0
106.787525,10.8648435,282964.0
106.6241038,10.7518041,282960.0
106.5966869,10.7527754,282959.0
106.6380853,10.7798557,282950.0
106.6639667,10.7956238,282946.0
106.6457262,10.7648312,282943.0
106.7610549,10.861742,282942.0
,,282935.0
,,282934.0
,,282932.0
106.6942034,10.8202678,282927.0
106.6321471,10.7992303,282920.0
,,282913.0
106.6320491,10.7958848,282900.0
,,282894.0
106.5962828,10.7522281,282892.0
106.6024663,10.7530774,282890.0
106.6024663,10.7530774,282889.0
,,282884.0
106.6880151,10.830303,282881.0
,,282879.0
106.6856488,10.80905,282878.0
106.6856488,10.80905,282877.0
,,282874.0
106.635006,10.8247319,282872.0
106.6842854,10.8006534,282867.0
,,282865.0
106.6694581,10.8307717,282863.0
106.7086111,10.7101344,282862.0
,,282858.0
106.7750575,10.7961278,282850.0
106.6241038,10.7518041,282848.0
,,282845.0
,,282843.0
106.6307525,10.8022776,282831.0
106.6942034,10.8202678,282830.0
,,282823.0
106.5990867,10.8064352,282820.0
106.6028096,10.7178596,282819.0
106.7304363438347,10.82895465,282818.0
106.5856142,10.6908826,282810.0
106.6307525,10.8022776,282807.0
,,282802.0
106.6424777,10.786296,282796.0
106.65811328662778,10.7910379,282794.0
106.7513277,10.8535754,282786.0
,,282780.0
106.7810147,10.8446911,282775.0
106.789802,10.8012392,282770.0
106.6638969,10.7873497,282769.0
106.657198,10.788345,282766.0
106.7750575,10.7961278,282763.0
,,282762.0
,,282761.0
106.6838399,10.8287546,282760.0
106.66768037225593,10.7834517,282758.0
106.7618557,10.8447022,282757.0
106.694022,10.820624,282756.0
106.6942034,10.8202678,282755.0
,,282754.0
106.7762964,10.8181842,282752.0
106.6419952,10.7925784,282751.0
,,282750.0
106.65278549852016,10.77499875,282749.0
106.705753,10.755042,282748.0
106.7304509,10.7377036,282747.0
106.6532078,10.7927004,282745.0
106.705753,10.755042,282744.0
106.694022,10.820624,282733.0
106.7750575,10.7961278,282729.0
,,282724.0
106.7810147,10.8446911,282721.0
106.6482618,10.7750421,282717.0
106.6482618,10.7750421,282716.0
,,282714.0
106.6297821,10.7881603,282713.0
,,282710.0
106.6424777,10.786296,282709.0
106.6714487,10.7998363,282706.0
,,282700.0
106.6482618,10.7750421,282698.0
106.657198,10.788345,282693.0
,,282686.0
106.74073489443438,10.793049199999999,282685.0
,,282673.0
106.6461488,10.7721063,282672.0
106.6482618,10.7750421,282665.0
,,282664.0
106.8292469,10.8465844,282662.0
106.6391947,10.7870327,282660.0
,,282659.0
106.6694581,10.8307717,282655.0
106.6396031,10.8351122,282649.0
,,282645.0
106.7440612,10.8409364,282644.0
106.7618557,10.8447022,282643.0
106.6922377,10.8015581,282636.0
,,282635.0
,,282634.0
,,282631.0
,,282626.0
106.6694581,10.8307717,282625.0
106.6482618,10.7750421,282624.0
106.694022,10.820624,282623.0
,,282620.0
106.7618557,10.8447022,282618.0
106.7618557,10.8447022,282617.0
106.599315,10.8725427,282616.0
106.6419952,10.7925784,282611.0
106.6318809,10.8171922,282604.0
106.6768559,10.7994773,282599.0
106.8337315,10.8501525,282598.0
,,282597.0
106.6482618,10.7750421,282586.0
,,282585.0
,,282581.0
106.6212649,10.7736987,282578.0
106.648631,10.783532,282575.0
,,282572.0
,,282571.0
106.7762964,10.8181842,282569.0
,,282562.0
,,282560.0
,,282559.0
106.5962473,10.8487107,282555.0
106.5962473,10.8487107,282542.0
,,282541.0
106.626348,10.7129752,282536.0
,,282526.0
106.6766869,10.761255,282525.0
106.674553,10.7514267,282518.0
106.6851036,10.7421342,282516.0
106.7618617,10.8241055,282515.0
106.7618617,10.8241055,282514.0
106.6482618,10.7750421,282511.0
,,282509.0
106.6480738,10.7747842,282506.0
,,282498.0
106.6242973,10.7727358,282496.0
106.7717423,10.8814625,282493.0
,,282491.0
106.6337752,10.8260967,282490.0
106.776821,10.7687649,282488.0
106.7531698,10.8085281,282481.0
,,282477.0
,,282471.0
106.6573928,10.7948666,282470.0
,,282469.0
,,282465.0
,,282461.0
,,282460.0
106.6804249,10.7993691,282456.0
106.6434652,10.7865347,282449.0
,,282446.0
106.6318809,10.8171922,282442.0
106.6428587,10.7572049,282428.0
106.7741562,10.8337836,282423.0
106.6269967,10.7657803,282422.0
106.6061042,10.7554716,282421.0
106.6639667,10.7956238,282420.0
,,282416.0
,,282415.0
106.6482618,10.7750421,282414.0
,,282413.0
106.5648662,11.0240928,282410.0
106.6482271,10.774434,282409.0
,,282408.0
,,282404.0
106.6836942,10.7493297,282403.0
106.6936511,10.7708761,282400.0
,,282399.0
106.7114321,10.8024689,282397.0
106.6298312,10.8235825,282391.0
106.6425281,10.7088417,282390.0
,,282389.0
,,282388.0
106.776821,10.7687649,282384.0
,,282376.0
106.6793747,10.8077094,282373.0
106.6248902,10.7833504,282372.0
106.7750575,10.7961278,282367.0
106.77324891728566,10.85593995,282361.0
106.6942034,10.8202678,282360.0
106.6321471,10.7992303,282359.0
,,282357.0
,,282356.0
106.6699856,10.8376455,282354.0
106.752883,10.8083031,282350.0
106.6838399,10.8287546,282343.0
106.7810147,10.8446911,282341.0
,,282338.0
106.5837771,10.7574766,282334.0
106.561423,10.7658922,282331.0
106.7036748,10.8216008,282316.0
,,282304.0
,,282303.0
106.6480738,10.7747842,282297.0
106.6694581,10.8307717,282296.0
106.6856488,10.80905,282294.0
106.6588751,10.7983053,282291.0
106.6041103,10.7797669,282290.0
106.6424777,10.786296,282289.0
,,282285.0
,,282284.0
106.7281634,10.8679065,282278.0
,,282268.0
106.7098929,10.7400262,282267.0
106.6652331,10.8516308,282265.0
106.6930962,10.8123441,282259.0
106.6295511,10.8236349,282251.0
106.6424777,10.786296,282248.0
,,282244.0
106.7531698,10.8085281,282243.0
106.6480738,10.7747842,282242.0
,,282238.0
,,282234.0
,,282231.0
106.7132906,10.8092947,282229.0
,,282226.0
106.6056798,10.7595344,282223.0
,,282222.0
106.7849246,10.7800229,282217.0
106.6984046,10.8066221,282210.0
106.7376776,10.7052102,282207.0
106.685244,10.8175831,282202.0
106.6930962,10.8123441,282200.0
106.6880151,10.830303,282199.0
,,282194.0
106.6984729,10.7262879,282192.0
,,282191.0
106.6212649,10.7736987,282190.0
106.6468969,10.8942849,282188.0
106.7762964,10.8181842,282186.0
106.6598368,10.842117,282183.0
106.6598368,10.842117,282182.0
,,282180.0
106.6638969,10.7873497,282173.0
,,282171.0
,,282170.0
106.7849246,10.7800229,282164.0
106.7741562,10.8337836,282162.0
106.682797,10.7954574,282158.0
106.6482618,10.7750421,282154.0
,,282151.0
106.7214559,10.7978383,282149.0
106.6313729,10.8222064,282144.0
106.6313729,10.8222064,282143.0
,,282142.0
,,282133.0
106.6788609,10.8145634,282132.0
106.7138262,10.7892164,282130.0
,,282129.0
,,282128.0
106.658344,10.8364264,282110.0
106.7858675,10.79829,282106.0
106.6878297,10.8150491,282105.0
106.6532078,10.7927004,282104.0
106.7638492,10.8537062,282103.0
106.6651486,10.7929852,282102.0
106.6639667,10.7956238,282095.0
106.6639667,10.7956238,282094.0
106.6848413823187,10.8094834,282093.0
106.7114321,10.8024689,282092.0
106.6699856,10.8376455,282083.0
106.7750575,10.7961278,282082.0
106.6278654,10.802966,282080.0
106.6219144,10.8031179,282079.0
106.6237735,10.812483,282075.0
106.7382355,10.8395982,282063.0
106.7066354,10.7959086,282061.0
106.663143,10.7167807,282058.0
106.663143,10.7167807,282057.0
106.6241038,10.7518041,282056.0
,,282054.0
106.7376776,10.7052102,282053.0
106.6694581,10.8307717,282043.0
,,282040.0
106.7007971,10.7403561,282038.0
,,282037.0
106.7174746,10.7381927,282036.0
,,282034.0
106.6507062,10.8410073,282033.0
106.6362851,10.8373485,282030.0
106.6209639,10.7267279,282025.0
106.7308399,10.745064,282021.0
,,282020.0
,,282019.0
,,282018.0
,,282014.0
106.7750575,10.7961278,282013.0
,,282011.0
106.5919127,10.9035521,282009.0
,,282008.0
106.7750575,10.7961278,282007.0
,,281997.0
106.5847705,10.8228949,281991.0
106.6142797,10.7412149,281990.0
106.5947695,10.6977487,281988.0
106.8255164,10.8243618,281984.0
106.6205554,10.7930699,281982.0
,,281981.0
106.7750575,10.7961278,281978.0
106.7098827,10.8012395,281977.0
106.7750575,10.7961278,281974.0
,,281973.0
,,281971.0
,,281970.0
106.6804249,10.7993691,281968.0
106.6842854,10.8006534,281967.0
106.6842854,10.8006534,281966.0
106.658344,10.8364264,281963.0
,,281962.0
106.6514144,10.8592729,281961.0
106.6388025,10.881053,281960.0
,,281953.0
106.6248902,10.7833504,281951.0
106.6248902,10.7833504,281950.0
106.658344,10.8364264,281939.0
106.7618557,10.8447022,281934.0
106.79265,10.8610436,281928.0
,,281927.0
,,281924.0
,,281921.0
106.7114321,10.8024689,281919.0
106.6638969,10.7873497,281918.0
106.7229401,10.7552468,281913.0
106.6539513,10.8505267,281909.0
106.6838399,10.8287546,281908.0
106.6838399,10.8287546,281907.0
,,281906.0
106.7214755,10.8685919,281905.0
106.6097136,10.7668548,281903.0
,,281900.0
106.6799899,10.7929032,281899.0
,,281898.0
106.6146723,10.8549056,281896.0
106.7277869,10.7922711,281893.0
106.6056798,10.7595344,281891.0
106.6036208,10.7835115,281890.0
106.7382355,10.8395982,281889.0
106.7271273,10.8430248,281888.0
106.6730856,10.8151302,281887.0
,,281886.0
106.7744968,10.8447682,281884.0
106.6964717,10.7852597,281883.0
106.5801119,10.6931897,281881.0
106.7744968,10.8447682,281880.0
,,281878.0
,,281877.0
106.6832774,10.7690486,281876.0
106.6832774,10.7690486,281875.0
106.6391947,10.7870327,281874.0
106.7137476,10.7398351,281872.0
,,281871.0
,,281870.0
106.67882,10.7725683,281869.0
106.6889316,10.773994,281867.0
106.5837771,10.7574766,281864.0
,,281863.0
106.7325694,10.7436385,281861.0
106.6929244,10.8095653,281859.0
106.7741562,10.8337836,281858.0
106.7710403,10.8482918,281856.0
106.6183769,10.7106708,281849.0
106.8266768,10.8237908,281847.0
106.6838399,10.8287546,281845.0
106.6683648,10.8068516,281838.0
106.7750575,10.7961278,281835.0
,,281833.0
106.6893259,10.7736099,281832.0
,,281830.0
106.666967,10.7675693,281827.0
106.6716699,10.7917866,281826.0
,,281823.0
106.7090062,10.80306,281821.0
,,281820.0
106.658819,10.7976861,281819.0
106.6799899,10.7929032,281817.0
106.6991663,10.8055289,281808.0
,,281807.0
,,281806.0
,,281804.0
,,281803.0
106.7054054,10.7768717,281802.0
106.7007175,10.7750733,281801.0
106.6794982,10.7577797,281800.0
106.6897474,10.7686529,281797.0
106.687764,10.7962832,281794.0
106.7440612,10.8409364,281793.0
106.7132906,10.8092947,281792.0
106.6893259,10.7736099,281791.0
106.6963057,10.7695329,281789.0
,,281788.0
,,281787.0
106.6941693,10.7827644,281783.0
106.6941693,10.7827644,281782.0
106.6960027,10.7926943,281781.0
106.774967,10.8472938,281780.0
106.6806273,10.7823183,281779.0
106.6821598,10.7524418,281776.0
106.6068788,10.7667344,281773.0
,,281768.0
106.72971,10.6505492,281765.0
106.6642851,10.8537373,281753.0
106.6642851,10.8537373,281752.0
106.65811328662778,10.7910379,281740.0
106.7878724,10.8581456,281739.0
106.6658339,10.7780926,281736.0
106.7750575,10.7961278,281735.0
106.6794982,10.7577797,281734.0
,,281726.0
106.6984046,10.8066221,281723.0
,,281711.0
106.5994192,10.774348,281709.0
106.5994192,10.774348,281708.0
106.5772533,10.7908153,281707.0
106.6128554,10.7552864,281703.0
106.6651486,10.7929852,281702.0
106.7382355,10.8395982,281700.0
106.65811328662778,10.7910379,281696.0
,,281693.0
106.6942034,10.8202678,281682.0
,,281681.0
,,281680.0
106.6068788,10.7667344,281676.0
106.6068788,10.7667344,281675.0
,,281673.0
106.6598368,10.842117,281671.0
106.624253,10.7790986,281669.0
